Nom_donnée|Type|Nom_module|Public|Nb_lignes|Nb_colonnes|Label_père|Offset|Masque_accès|Affichage|Unité|Fonction_transfert_ades|Coefficient_a|Coefficient_b|Groupe|Groupe_1|Groupe_2|Alias_1|Alias_2|Genre|Variable_indice_ligne|Variable_indice_colonne|Fonction_transfert_ligne|Fonction_transfert_colonne|Table_breakpoint_ligne|Table_breakpoint_colonne|Référence_spécification|Recuperable|Modifiable|Fournisseur|Responsable|Valeurs|Visualisable_ADES|Donnée_a_supprimer|Validation|Commentaires|Volatile|MinDecValue|MaxDecValue|MinPhysValue|MaxPhysValue|Def_Eval|MemSec
TST_0x261_bOBDWarmUpCycleStatus|boolean|SWTST|0|0|0|TST_0x261_bOBDWarmUpCycleStatus|0|0|Phys|bool|2|0|| |SWTST|SWTST|TST_0x261_bOBDWarmUpCycleStatus||1|||||||NONE|0|1||||1|0|1|Message ECM3 20ms |0||||||
TST_0x281_f32AmbAirTempPhys|float32|SWTST|0|0|0|TST_0x281_f32AmbAirTempPhys|0|0|Phys|deg C|1|1|0| |SWTST|SWTST|TST_0x281_f32AmbAirTempPhys||1|||||||NONE|0|1||||1|0|1|Message IP1 20ms |0||||||
TST_0x141_f32EngNIdleReqPhys|float32|SWTST|0|0|0|TST_0x141_f32EngNIdleReqPhys|0|0|Phys|rpm|1|1|0| |SWTST|SWTST|TST_0x141_f32EngNIdleReqPhys||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x141_f32EngTqIndDecReqdByTrsmPhys|float32|SWTST|0|0|0|TST_0x141_f32EngTqIndDecReqdByTrsmPhys|0|0|Phys|Nm|1|1|0| |SWTST|SWTST|TST_0x141_f32EngTqIndDecReqdByTrsmPhys||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x141_f32EngTqIndLmtdByTrsmPhys|float32|SWTST|0|0|0|TST_0x141_f32EngTqIndLmtdByTrsmPhys|0|0|Phys|Nm|1|1|0| |SWTST|SWTST|TST_0x141_f32EngTqIndLmtdByTrsmPhys||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x141_u8TrsmCluStAct|uint8|SWTST|0|0|0|TST_0x141_u8TrsmCluStAct|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x141_u8TrsmCluStAct||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x141_u8TrsmMsgCnt|uint8|SWTST|0|0|0|TST_0x141_u8TrsmMsgCnt|0|0|Phys|count|1|1|0| |SWTST|SWTST|TST_0x141_u8TrsmMsgCnt||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x141_u16TrsmNInp|uint16|SWTST|0|0|0|TST_0x141_u16TrsmNInp|0|0|Phys|rpm|1|1|0| |SWTST|SWTST|TST_0x141_u16TrsmNInp||1|||||||NONE|0|1||||1|0|1|Message TCU1 10ms |0||||||
TST_0x151_f32EngTqIndIncReqdByTrsmPhys|float32|SWTST|0|0|0|TST_0x151_f32EngTqIndIncReqdByTrsmPhys|0|0|Phys|Nm|1|1|0| |SWTST|SWTST|TST_0x151_f32EngTqIndIncReqdByTrsmPhys||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_u8TrsmFlgFlt|uint8|SWTST|0|0|0|TST_0x151_u8TrsmFlgFlt|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x151_u8TrsmFlgFlt||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_bTrsmFlgShiftProgs|boolean|SWTST|0|0|0|TST_0x151_bTrsmFlgShiftProgs|0|0|Phys|bool|2|0|| |SWTST|SWTST|TST_0x151_bTrsmFlgShiftProgs||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_u8TrsmGearAct|uint8|SWTST|0|0|0|TST_0x151_u8TrsmGearAct|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x151_u8TrsmGearAct||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_u8TrsmGearTar|uint8|SWTST|0|0|0|TST_0x151_u8TrsmGearTar|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x151_u8TrsmGearTar||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_bTrsmMILReq|boolean|SWTST|0|0|0|TST_0x151_bTrsmMILReq|0|0|Phys|bool|2|0|| |SWTST|SWTST|TST_0x151_bTrsmMILReq||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_u8TrsmStGearLvr|uint8|SWTST|0|0|0|TST_0x151_u8TrsmStGearLvr|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x151_u8TrsmStGearLvr||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_u8TrsmStGearMode|uint8|SWTST|0|0|0|TST_0x151_u8TrsmStGearMode|0|0|Hexa|-|||| |SWTST|SWTST|TST_0x151_u8TrsmStGearMode||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_f32TrsmTOilPhys|float32|SWTST|0|0|0|TST_0x151_f32TrsmTOilPhys|0|0|Phys|deg C|1|1|0| |SWTST|SWTST|TST_0x151_f32TrsmTOilPhys||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||
TST_0x151_bTrsmTOilWrnLmpReq|boolean|SWTST|0|0|0|TST_0x151_bTrsmTOilWrnLmpReq|0|0|Phys|bool|2|0|| |SWTST|SWTST|TST_0x151_bTrsmTOilWrnLmpReq||1|||||||NONE|0|1||||1|0|1|Message TCU2 10ms |0||||||

SWTST_kbDioRd_SwitchIdx|uint8|SWTST|1|0|0|SWTST_kbDioRd_SwitchIdx|0|0|Phys|count|1|0||Application|SWTST|Dio|SWTST_kbDioRd_SwitchIdx||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|
SWTST_kbDioRd_SwitchValue|uint8|SWTST|1|0|0|SWTST_kbDioRd_SwitchValue|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioRd_SwitchValue||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|

SWTST_kbDioWr_Set_SolenoidFeedIdx|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_SolenoidFeedIdx|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_SolenoidFeedIdx||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|
SWTST_kbDioWr_Set_SolenoidFeedOnOff|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_SolenoidFeedOnOff|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_SolenoidFeedOnOff||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|

SWTST_kbDioWr_Set_StartEnableOnOff|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_StartEnableOnOff|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_StartEnableOnOff||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|

SWTST_kbDioWr_Set_RelayOnOff|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_RelayOnOff|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_RelayOnOff||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|

SWTST_kbDioWr_Set_OnOffSolenoidIdx|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_OnOffSolenoidIdx|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_OnOffSolenoidIdx||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|
SWTST_kbDioWr_Set_OnOffSolenoidOnOff|uint8|SWTST|1|0|0|SWTST_kbDioWr_Set_OnOffSolenoidOnOff|0|0|Phys|bool|2|0||Application|SWTST|Dio|SWTST_kbDioWr_Set_OnOffSolenoidOnOff||1|||||||NONE|1|1|||0|1|0|0|Change output state|0|||||0|

TST_HCUAPI_f32ApmElecValTempPhys|float32|SWTST|0|0|0|TST_HCUAPI_f32ApmElecValTempPhys|0|0|Phys|?|1|1|0||SWTST|SWTST|TST_HCUAPI_f32ApmElecValTempPhys||1|||||||NONE|0|1||||1|0|1||0||||||
TST_kbFrtEnable|uint8|SWTST|0|0|0|TST_kbFrtEnable|0|0|Phys|bool|2|0||Application|SWTST|SWTST|TST_kbFrtEnable||1|||||||NONE|1|1|||0|1|0|0|Activate FRT tests|0|||||0|
TST_u32TM1msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM1msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM1msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM5msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM5msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM5msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM10msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM10msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM10msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM30msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM30msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM30msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM100msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM100msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM100msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM500msGlbCnt|uint32|SWTST|0|0|0|TST_u32TM500msGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM500msGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
TST_u32TM1sGlbCnt|uint32|SWTST|0|0|0|TST_u32TM1sGlbCnt|0|0|Déci|-||||SWTST|SWTST||TST_u32TM1sGlbCnt||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
SWTST_kbADCTstEnaC|uint8|SWTST|1|0|0|SWTST_kbADCTstEnaC|0|0|Phys|bool|2|0||Application|TST|PWD|SWTST_kbADCTstEnaC||1|||||||NONE|1|1|||0|1|0|0|Activate Dio tests|0|||||0|
